There were varying degrees of Romanization throughout Roman Dacia.	Houve vários graus de romanização em toda a Dácia romana.
Detractors pointed out that the optics of allowing the employees to depart for more money elsewhere soon after the government had approved a substantial pay hike for cabinet ministers were not good.	Os críticos indicaram que a percepção pública de deixar que funcionários saíssem por mais dinheiro em outro emprego logo após o governo aprovar um aumento de remuneração para ministros não foi bem-vista.
As the province's fiscal situation worsened in late 2008, the government adapted its health policy.	Com a piora da situação fiscal da província no final de 2008, o governo adaptou sua política sanitária.
In December, Liepert announced a new seniors drug plan that made drugs free for seniors making less than $21,325 but required those making more to pay as much as $7,500 for their drugs.	Em dezembro, Liepert anunciou um novo plano de medicamentos para idosos que disponibilizava gratuitamente os remédios para idosos que recebessem menos de $ 21.325, mas que exigia de quem ganhasse mais o pagamento de até $ 7.500 pelos medicamentos.
In response to protests from seniors, he amended the plan in April 2009 to reduce both the income level at which seniors would have to start paying and the amount which those seniors would have to pay.	Em resposta aos protestos dos idosos, ele corrigiu o plano em abril de 2009 para reduzir o nível de renda a partir do qual os idosos deveriam pagar e a quantia do pagamento que deveria ser feito por eles.
Liepert said that the plan, $10 million more expensive than the one he had announced in December, would see 60% of seniors pay less than they did under the status quo.	Liepert disse que o plano, $ 10 milhões mais caro do que o anunciado em dezembro, faria com que 60% dos idosos pagassem menos do que pagariam na situação atual.
The same month, Stelmach's government's budget revealed changes to which medical services it would cover: those de-listed included chiropractic services, at an annual savings of $53 million, and sex change operations, at an annual savings of $700,000.	No mesmo mês, o orçamento do governo de Stelmach revelou mudanças nos serviços médicos cobertos: entre os removidos estavam os serviços de quiropraxia, com uma economia anual de $ 53 milhões, e operações de mudança de sexo, com uma economia anual de $ 700.000.
While the Canada Health Act requires the federal government to financially penalize provinces that do not support all "medically necessary" procedures, Liepert maintained that the de-listed services were not "medically necessary" from the perspective of the Act, and said that he anticipated no trouble from the federal government.	Apesar de a Lei de Saúde do Canadá exigir que o governo federal penalize financeiramente as províncias que não dão suporte a todos os procedimentos "clinicamente necessários", Liepert reafirmou que os serviços removidos não eram "clinicamente necessários" do ponto do vista da Lei e disse que não previa qualquer problema com o governo federal.
During the 2009 H1N1 pandemic, Stelmach initially announced that the government would make the vaccine available to all Albertans, though vaccine shortages resulted in a limited number of clinics, which experienced long lineups.	Durante a pandemia de H1N1 de 2009, Stelmach anunciou inicialmente que o governo disponibilizaria a vacina a todos os moradores de Alberta, embora a falta de vacinas tenha resultado em um número limitado de clínicas, que enfrentaram longas filas.
Wright died at home in London of cancer on 15 September 2008, aged 65.	Wright morreu de câncer em casa, em Londres, em 15 de setembro de 2008, com 65 anos.
At the time of his death, he had been working on a new solo album, which was thought to comprise a series of instrumental pieces.	Antes de morrer, ele estava trabalhando em um novo álbum solo, o qual acreditava-se conter uma série de obras instrumentais.
The surviving members of Pink Floyd paid Wright tribute.	Os membros sobreviventes do Pink Floyd prestaram homenagens a Wright.
Waters said "it is hard to overstate the importance of his musical voice in the Pink Floyd of the '60s and '70s" and was happy that they had managed to reunite for Live 8. Mason said Wright's contributions to Floyd were under-rated, and that his playing "was the sound that knitted it all together", comparing his "quiet one" status in the band to George Harrison.	Waters disse que "é difícil exagerar a importância da voz musical dele no Pink Floyd dos anos 60 e 70" e que estava feliz por terem conseguido se reunir para o Live 8. Mason disse que as contribuições de Wright para o Floyd foram subestimadas, e que o instrumento dele "era o som que costurava tudo junto", comparando o status de "quieto" dele na banda com George Harrison.
Gilmour called him "my musical partner and my friend", praised the ability of the two men's voices to blend, such as on "Echoes".	Gilmour o chamou de "meu parceiro musical e meu amigo", exaltou a capacidade de combinação das vozes dos dois homens, como em "Echoes".
Wright's death brought Pink Floyd to a formal end, with Gilmour re-iterating that it would be wrong to resume touring without him.	A morte de Wright definiu um término formal ao Pink Floyd, quando Gilmour reiterou que seria errado retomar as turnês sem ele.
On the day of Wright's death, Elton John, while playing a concert in Saskatoon, Saskatchewan, Canada dedicated the song "Believe" to him.	No dia da morte de Wright, Elton John, que fazia um show em Saskatoon, Saskatchewan, Canadá, dedicou a música "Believe" a ele.
On 23 September, Gilmour performed "Remember a Day", a Wright composition from Pink Floyd's second album, A Saucerful of Secrets, on a live broadcast of Later... with Jools Holland on BBC Two as a tribute to Wright.	Em 23 de setembro, Gilmour tocou "Remember a Day", uma composição de Wright do segundo álbum do Pink Floyd, A Saucerful of Secrets, em uma transmissão ao vivo de Later... with Jools Holland na BBC Two como homenagem a Wright.
In an interview later on in the show, Gilmour said that Wright had intended to perform with him that day, but that he had texted Gilmour a couple of weeks before his death to advise him that he would not be well enough to attend.	Depois, durante uma entrevista no programa, Gilmour disse que Wright pretendia tocar com ele naquele dia, mas que havia mandado uma mensagem de texto ao Gilmour algumas semanas antes de sua morte para avisar que não estaria em condições de participar.
Wright's main influence was jazz, particularly Miles Davis and John Coltrane.	A principal influência de Wright era o jazz, principalmente Miles Davis e John Coltrane.
He never considered himself a typical songwriter, preferring to create whole albums of music with a theme, later saying "if the words came out like the music, and we didn't have anything else to do, then quite a few would be written".	Ele nunca se considerou um compositor comum, preferindo criar álbuns inteiros com um tema, e dizia que "se as palavras surgiam como a música, e não tínhamos mais nada a fazer, algumas seriam escritas".
A number of compositions credited to Wright came out of improvisation and randomly trying ideas, some of which were picked up enthusiastically by his band mates.	Diversas composições creditadas ao Wright surgiram de improvisação e da tentativa aleatória de ideias, algumas das quais foram escolhidas com entusiasmo por seus colegas de banda.
Wright later said "I just play and don't really think about what I'm doing, I just let it happen".	Wright diria depois, "eu só tocava e não pensava muito no que estava fazendo, eu só deixava acontecer".
Of all the Pink Floyd members, Wright was the most reserved, sitting down behind the keyboards and concentrating on the music.	De todos os membros do Pink Floyd, Wright era o mais reservado, ficava sentado atrás dos teclados e concentrava-se na música.
In the 1970s, Wright listened to some contemporary progressive rock bands, and particularly liked early Peter Gabriel-fronted Genesis.	Nos anos de 1970, Wright escutava algumas bandas de rock progressivo contemporâneas e gostava principalmente da primeira formação da Genesis comandada por Peter Gabriel.
