There were varying degrees of Romanization throughout Roman Dacia.	達契亞行省各處都有不同程度的羅馬化。
A further reference was made to "Vulcan's Forge" in the Deep Space Nine episode "Change of Heart".	在《銀河前哨》(Deep Space Nine) 的《Change of Heart》一集中，進一步提到了「火神的鍛造」(Vulcan's Forge)。
"The Forge" and the following two episodes make reference to a time of savagery in Vulcan history known as the "Time of Awakening".	《鍛造廠》和以下兩集引用了火神歷史上被稱為「覺醒時代」(Time of Awakening) 的野蠻時期。
This had been previously mentioned in the original series episodes "Balance of Terror", "All Our Yesterdays", and "The Savage Curtain", as well as The Next Generation episode "Gambit".	這在最初的系列劇集《恐怖平衡》(Balance of Terror)、《All Our Yesterdays》和《野蠻的帷幕》(The Savage Curtain) 以及下一代劇集《Gambit》中已經提到過。
The story mentioned the Vulcan T'Pau, who had previously appeared in The Original Series episode "Amok Time" presiding over the fight between Kirk and Spock, with the elder T'Pau portrayed by Celia Lovsky. Michael Reilly Burke returns as Koss, having previously appeared in the role in the season-four episode "Home".	這個故事提到了火神 T'Pau，他之前曾出現在原始系列劇集《Amok Time》中，主持 Kirk 和 Spock 之間的戰鬥，老 T'Pau 由 Celia Lovsky 飾演。Michael Reilly Burke 以 Koss 的身份回歸，之前曾在第四季的《Home》中出現過這個角色。
Robert Foxworth appears as Administrator V'Las, having previously appeared as Admiral Leyton in the Deep Space Nine episodes "Homefront" and "Paradise Lost".	Robert Foxworth 以管理員 V'Las 的身份出現，此前曾在《銀河前哨》(Deep Space Nine) 的《家園》(Homefront) 和《失樂園》(Paradise Lost) 中飾演萊頓海軍上將 (Admiral Leyton)。
Husband and wife duo Judith and Garfield Reeves-Stevens had previously written a number of Star Trek-related novels and books, including a series of collaborations with William Shatner and the novel Federation.	夫妻二人組 Judith 和 Garfield Reeves-Stevens 之前寫過許多與《星際爭霸戰》相關的小說和書籍，包括與 William Shatner 的一系列合作及小說《聯邦》(Federation)。
They had also written several nonfiction books on the behind-the-scenes productions of the Star Trek series such as Star Trek: Phase II - The Lost Series and Star Trek: The Next Generation - The Continuing Mission.	他們還寫了幾本關於《星際爭霸戰》系列幕後製作的非小說類書籍，如《星際爭霸戰：Phase II - The Lost Series》和《星際爭霸戰：The Next Generation - The Continuing Mission》。
"The Forge" was their first script together for a Star Trek series, but they had previously written scripts for other shows, including Sir Arthur Conan Doyle's The Lost World and Once a Thief.	《鍛造廠》是他們為《星際爭霸戰》系列合作的第一個劇本，但他們之前還為其他節目寫過劇本，包括 Arthur Conan Doyle 爵士的《失落的世界》(The Lost World) 和《Once a Thief》。
They joined the Enterprise writing team shortly before working on the story for this episode which formed the first part of a planned "Vulcan arc".	他們不久後加入了企業寫作團隊，然後為這一集撰寫了故事，這一集構成了計劃中的《Vulcan arc》的第一部。
After reading an article about the iLoo, Andrew Cubitt, inventor of the similarly named i-Loo, wrote to The Inquirer stating that iLoo "sounds remarkably similar ... it now seems that the clever people at Microsoft have cottoned onto the idea and even call it the i-Loo, the same as mine!" Cubitt went on to say that "mine did everything that the Microsoft one is meant to do, but additionally printed information on toilet paper and didn't use a keyboard for the interface due to hygiene reasons".	名稱相近的 i-Loo 發明人 Andrew Cubitt 在讀了一篇關於 iLoo 的文章後，投書到《詢問者》說 iLoo「聽來很像...看來微軟公司裡的聰明人接受這個概念，甚至也把它叫做 i-Loo，跟我的一樣！」Cubitt 接著說，「微軟的和我的軟體功能一模一樣，但我另外把資訊印在衛生紙上，而不使用鍵盤，因為這樣比較衛生。」
The i-Loo was prototyped by Cubitt as part of his thesis for his 2001 university degree in Product Design and Engineering at Brunel University.	i-Loo 是 Cubbit 在 2001 年就讀汶萊大學產品設設與工程系時，為撰寫學位論文而做出的原形。
In an interview with The Inquirer, he noted "As it was designed at the university, they own the partial rights to the product so they will be watching the Microsoft 'invention' very closely."	在《詢問者》的一次專訪裡，他指出「由於是在大學中設計的，因此大學擁有產品部分權利；大學會仔細檢視微軟的這項『發明』』。
Microsoft never formally commented on Cubitt's allegations and instead initially stated the iLoo was an April's fool joke.	微軟從未正式回應 Cubitt 的指控，卻開始說 iLoo 只是個愚人節的玩笑。
As a result, Cubitt questioned whether this was "a very calculated ploy to destroy competition in its early stages, or is admitting they don't even know what time of the month it is less embarrassing and ridding them of a potentially expensive situation!" Cubitt went on to state that "as they have now discredited my idea as a joke, I will never be able to produce the idea" and as such was "consulting my law books now on defamatory statements".	因此，Cubitt 質疑這是一場「精心算計的計謀，在一開始就破壞競爭；微軟也可以承認他們不知道何時才能顯得不那麼尷尬，擺脫可能付出的昂貴代價！」Cubbit 繼續說，「現在他們把我的創意貶抑成一個笑話，所以我再也無法把它變成產品了」，「我現在正在查看和誹謗言論相關的法律書」。
Neither Cubitt, nor Brunel University have taken public legal action against Microsoft pertaining to the i-Loo.	Cubitt 和汶萊大學都不曾針對 i-Loo 對微軟提告。
The i-Loo was described as:	i-Loo 的說明如下：
The i-Loo internet toilet roll browser is a novel and unique product designed to make best use of the time you spend on the loo!	i-Loo 網路捲筒式衛生紙瀏覽器是全新、獨一無二的產品，專門讓你排遣上大號時的時間！
The product allows you to search the internet whilst sitting on the toilet and print out any web pages you are interested in on your toilet paper.	本產品讓你在衛生紙上搜尋網路資訊，並且印出任何感興趣的網頁。
i-Loo brings a whole new meaning to the word downloading.	i-Loo 讓「下載」這個詞有了全新的意義。
The unit is fixed in front of a toilet on the cubical [sic] wall.	該裝置固定在牆上廁紙架的前方。
The product provides up to date information about new products, daily news and lottery results through an easy to navigate software package.	該產品透過易於使用的軟體，提供各種新產品、每日新聞、樂透開獎結果的最新資訊。
Normal operation of the toilet and paper dispenser is evident.	當然，廁紙供給器可以如常使用。
The i-Loo internet toilet roll browser was featured at the 2003 Daily Mail Ideal Home Show as part of the Future Concepts exhibition in Earls Court, London, where it was nominated for the MFI Bright Sparks 2003 awards.	i-Loo 網路捲筒衛生紙瀏覽器，在 2003 年每日郵報理想家庭展覽，以及倫敦伯爵府未來概念展中展出；同時還獲得 2003 年 MFI 亮眼產品大獎。
The i-Loo, which was sponsored by Epson Printers, received significant press coverage, and was featured on GMTV as well as various radio shows.	獲得 Epson 印表機贊助的 i-Loo 獲得廣泛媒體報導，也在 GMTV 與多家電台節目中露出。
His daughter Lidya Steinhaus was married to Jan Kott.	他的女兒 Lydia Steinhaus 與 Jan Kott 結婚。
On November 1, 2017, a controversy arose as the University of Wrocław took no action to pay for his grave to keep it until 2022 in face of its expiration because it supposedly "had no money".	2017 年 11 月 1 日，樂斯拉夫大學因為「經費短缺」而未能支付到 2022 年為止的墓園費用，因而引發爭議。
Mayor Rafał Dutkiewicz was also widely criticized for doing nothing.	市長 Rafal Dutkiewicz 也因無所作為而廣遭批評。
Random people organized a charity and paid for the grave to remain.	許多善心人士發動捐款活動，支付墓園管理費用，使其可以留存。
Born in Forbes, New South Wales, on 27 February 1903, Lester Brain was the second son of an English mining engineer and manager, Austin Brain, and his Australian wife, Katie.	Lester Brain 在 1903 年 2 月 27 日生於新南威爾斯的福布斯，是英國礦業工程師兼經理 Austin Brain 與其澳洲籍妻子 Katie 的次子。
