There were varying degrees of Romanization throughout Roman Dacia.	整个罗马达契亚有不同程度的罗马化。
The history of the tea processing corresponds intimately with the role that tea played in Chinese society and the preferred methods of its consumption in ancient Chinese society.	茶叶的加工史与茶叶在中国社会扮演的角色以及中国古代社会偏好的茶叶消费方式密切相关。
Variations of these processing techniques are still used in modern tea processing albeit being far more mechanized.	这些加工技术的变型在现代茶叶加工中仍旧使用，只是机械化程度更高。
The ancient Chinese society first encountered the tea plant in what is now southern China and processed it as another medicinal herb for use in Chinese herbology.	中国古代社会最先在现在的中国南方发现茶树，并将其加工成另一种草药，用于中草药学。
The processing technique used to process fresh tea leaves was to immediately steam the fresh tea leaves and dry them for preservation, which is likely the most ancient Chinese form of tea leaf processing.	用于加工鲜茶叶的加工技术是，立即将鲜茶叶蒸青并烘干以便保存，这可能是中国最古老的茶叶加工方式。
This processing method was perfected near the end of the Han Dynasty (206 BCE-220 CE) and produced a dried tea that would be classified today as "green tea" and quite similar to modern Japanese sencha.	这种加工方法在汉朝末期（公元前 206 年至公元 220 年）得到完善，制成了今天归类为“绿茶”的干茶，它与现代的日本煎茶很相似。
For consumption, dried tea leaves were either decocted with water around with other herbs, or ground into a powder to be taken straight, or in a liquid in the manner of matcha.	食用时，干茶叶或用水与其他草药一同煎煮，或磨成粉末直接服用，或以抹茶的方式加入液体中。
With the increase of tea's use in Chinese herbology, production methods changed, where the processed green tea leaves were not immediately dried after steaming.	随着茶叶在中草药学中使用量的增加，制作方法发生改变，加工后的绿茶叶在蒸青后不会立即烘干。
Rather the steamed tea leaves were first pulverized into a paste form, with the paste then formed in moulds and slowly dried into brick tea, a technique well described by Lu Yu in his work The Classic of Tea.	蒸青后的茶叶先磨成糊状，然后将糊状物在模具中定型并缓慢烘干成茶砖，这项技术在陆羽所著的《茶经》中进行了详细介绍。
Tender leaves and leaf buds were generally not used, as older mature tea leaves were preferred for tea production.	嫩叶和叶芽一般不会使用，因为较老的成熟茶叶更适合制茶。
Some tea bricks were also produced from mature whole leaves, which typically required the use of a cooked rice slurry (米湯) to bind the tea brick together.	一些茶砖也由成熟的整片叶子制成，这通常需要使用煮熟的米汤将茶砖粘合在一起。
The preference of producing tea in brick form possibly stems from the fact that it can be more easily transported and stored.	人们喜欢将茶叶制成茶砖可能是因为它更容易运输和储存。
The use of steam in fixation (殺青) of tea leaf enzymes is an important step in processing tea, with the leaves quickly cooled down and then undergoing further processing.	利用蒸汽对茶叶酶进行杀青是加工茶叶的重要步骤，在这个步骤中，茶叶迅速冷却，然后进行进一步加工。
The less tightly controlled methods of it in the past resulted in the creation of "yellow tea" when the tea leaves were over-steamed for fixation or were not quickly spread out, doused with water and cooled.	过去这种控制不太严格的方法导致在茶叶过度蒸煮以杀青或未迅速散开、浇水和冷却时会形成“黄茶”。
Although green tea was the most popular in Lu Yu's time, he personally considered yellow tea to be superior to green.	虽然在陆羽时代，最受欢迎的是绿茶，但他个人认为黄茶要优于绿茶。
Even when the leaves were quickly cooled, if they are left in piles (渥堆) for too long before processing, the leaves will begin to undergo microbial fermentation to produce "post-fermented tea".	即使在茶叶迅速冷却后，如果在加工前渥堆时间过久，茶叶也会开始进行微生物发酵，产生“后发酵茶”。
This technique is somewhat similar to composting, albeit tightly controlled, and still used in the production of Liu'an tea (安徽六安籃茶) and was more recently introduced for the production of the "ripe" type pu-erh tea.	这种技术有点类似于堆肥，虽然受到严格控制，但仍被用于生产安徽六安篮茶，最近则被用于生产属于“熟茶”类型的普洱茶。
The production of tea in brick forms and their storage also resulted in another type of post-fermented tea, which was produced by aging.	茶砖在生产及储存过程中还能够演变成另一种类型的后发酵茶，它是通过陈化生产的。
The long transport and storage times of the day unwittingly allowed the tea bricks to undergo prolonged exposure to the elements and to various microflora, which resulted in the aging, oxidation, and fermentation of green brick teas.	一天中漫长的运输和储存会不知不觉地使茶砖长时间暴露在各种元素和各种微生物区系中，从而导致绿茶茶砖发生陈化、氧化和发酵。
A brick of green tea that had been stored and aged into post-fermented tea was charred over charcoal to rid it of the layer of detritus, dust, and shiny multicoloured growths before being broken down into a powder, cooked, and then consumed.	将经储存并陈化制成的后发酵茶的绿茶茶砖放在木炭上烧焦，以去除碎屑、灰尘和闪亮多彩的杂质，然后即可将其拆成粉末、烹煮并饮用。
By the end of Tang Dynasty (618-907CE) green, yellow, and post-fermented tea was commonly used in China and moved from purely being used in herbology to becoming a beverage drunk for pleasure.	唐朝末年（公元 618-907 年），绿茶、黄茶和后发酵茶在中国受到普遍使用，并从纯粹用作草药转变为休闲饮品。
New Directions' director Will Schuester (Matthew Morrison) suspects that cheerleading coach Sue Sylvester (Jane Lynch) has been colluding with rival glee clubs, and visits the Jane Addams Academy for girls recently released from juvenile detention.	新方向主管威尔·舒斯特（马修·莫里森饰）怀疑啦啦队教练苏·西尔维斯特（简·林奇饰）与竞争对手的欢乐合唱团勾结，并到简·亚当斯学院探访了最近从少年拘留所获释的女孩们。
When their club director Grace Hitchens (Eve) reveals the extent of the school's under-funding, Will invites her club to perform in the McKinley High auditorium.	当他们的合唱团主管格蕾丝·希钦斯（伊芙饰）透露学校资金不足的程度时，威尔邀请她的合唱团在麦金利高中礼堂演出。
Will is intimidated by their opposition, but Rachel (Lea Michele) assures him that the girls are using the power of "hairography"—frequent, dramatic hair-tossing—to distract from the fact their singing and dancing ability is limited. Will purchases wigs for New Directions and has them utilize hairography themselves, performing a mash-up of "Hair" and "Crazy in Love".	威尔被她们的反对声吓到了，但瑞秋（莉亚·米歇尔饰）向他保证，女孩们将动用“发型”的力量（频繁、夸张地甩头发）来转移人们对她们唱歌和跳舞能力有限这一事实的注意力。威尔为新方向购买了假发，并让他们自己能够利用起发型，完成了《Hair》与《Crazy in Love》的混音表演。
Dalton Rumba (Michael Hitchcock), glee club director at Haverbrook School for the Deaf, feels slighted by the invitation Will extended to the Jane Addams Academy, and arranges for his own club to also perform at McKinley High.	哈维布鲁克聋哑学校的欢乐合唱团主管道尔顿·伦巴（迈克尔·希区柯克饰）因威尔向简·亚当斯学院发出邀请而感觉受到轻视，并安排他自己的合唱团也前往麦金利高中进行演出。
