There were varying degrees of Romanization throughout Roman Dacia.	Havia vários graus de romanização na Dácia Romana.
Cohen assigned the writing task to Goodman, as they agreed he was the biggest Trek fan of the group.	Cohen atribuiu a missão de escrita a Goodman, já que ambos concordaram que ele era o maior fã de O Caminho das Estrelas do grupo.
They agreed to drop the story idea with the giant characters and gave him two weeks to write the script.	Os dois também concordaram em desistir da ideia da história com as personagens gigantes e Cohen concedeu-lhe duas semanas para escrever o guião.
The deadline was complicated as Goodman had to spend the first week on jury duty, and then broke his ankle.	O prazo era complicado já que Goodman teria de cumprir o seu dever de jurado na primeira semana e, mais tarde, partiu o tornozelo.
Despite this, he described "Where No Fan Has Gone Before" as the most fun he has ever had writing a script.	Apesar disso, este descreveu o episódio "Where No Fan Has Gone Before" como o mais divertido de sempre no processo de escrita de um guião.
Series creator Matt Groening stated that while he is a fan of the Star Trek franchise, he has never seen an episode of The Original Series in its entirety, but has seen Star Trek: The Motion Picture.	O criador da série Matt Groening afirmou que, apesar de ser um fã da série O Caminho das Estrelas, nunca tinha visto um episódio da série original na íntegra, mas que tinha visto O Caminho das Estrelas: O Filme.
Director Pat Shinagawa said that there was a certain amount of jealousy among the crew that she got to work on the episode.	A diretora Pat Shinagawa disse que existia alguma inveja entre a equipa por ela ter tido a oportunidade de trabalhar no episódio.
All of the living members of the original Star Trek cast agreed to appear in the episode with the exception of James Doohan, whose agent replied with "No way." Because of this, the episode's working title was jokingly named "We got everybody but Scotty" and so Scotty was replaced with "Welshie".	Todos os membros ainda vivos do elenco original de O Caminho das Estrelas concordaram em aparecer no episódio, à exceção de James Doohan, cujo agente respondeu com "Nem pensar." Por este motivo, o título de trabalho do episódio foi jocosamente denominado de "Conseguimos todos menos o Scotty" que foi substituído pela personagem "Welshie".
DeForest Kelley was physically portrayed but had no lines due to his death in 1999. William Shatner and Leonard Nimoy recorded their lines together, which was unusual as actors usually record solo.	DeForest Kelley foi representado fisicamente, mas não tinha falas dado o seu falecimento em 1999. William Shatner e Leonard Nimoy gravaram as suas falas em conjunto, situação pouco habitual já que por norma os atores gravam individualmente.
Following his work on Futurama, Goodman went on to join the writing staff on Star Trek: Enterprise.	No seguimento do seu trabalho em Futurama, Goodman juntou-se à equipa de escritores em O Caminho das Estrelas: Enterprise.
A number of designs for the energy being were considered for this episode; however, the final version was decided upon due to a desire to keep the design simple.	Foram tidos em conta vários designs para o ser de energia que surge neste episódio. No entanto, a versão final foi decidida com base na intenção de manter um design simples.
Shinagawa noted that even so, the final design for Melllvar is more sophisticated than some energy beings featured in the original series.	Shinagawa observou que, mesmo assim, o design final de Melllvar é mais sofisticado do que alguns dos seres de energia representados na série original.
This episode contains many story elements based on episodes of Star Trek.	Este episódio inclui muitos elementos da história baseados em episódios de O Caminho das Estrelas.
In the DVD audio commentary, Goodman noted his pride in having included a large number of quotations from The Original Series, particularly those items which he claims "the people on the internet" had not found on their own.	No comentário áudio em DVD, Goodman referiu estar orgulhoso por ter incluído um grande número de citações da série original, especialmente daquelas que, afirma ele, "as pessoas da internet" não conseguiriam encontrar sozinhas.
He noted that in "Shatner's Log", based on Star Trek's "Captain's log", the line "The impossible has happened" quotes the opening log in "Where No Man Has Gone Before".	Referiu que no "Shatner's Log", baseado no "Captain's log" de O Caminho das Estrelas, a frase "O impossível aconteceu" é uma citação do registo de abertura em "Where no Man Has Gone Before".
Although the episode was not the last episode produced for season four, it was used as the season finale for the fourth broadcast season, being broadcast on April 21, 2002, on Fox in the United States.	Apesar de este episódio não ter sido o último episódio produzido para a temporada quatro, o mesmo foi utilizado como final da temporada na quarta temporada transmitida, que foi para o ar a 21 de abril de 2002 na Fox, nos Estados Unidos da América.
After returning from the United States after the launch of her debut studio album The Family Jewels (2010), Diamandis considered creating a character which would become the centerpiece of her follow-up project.	Depois de regressar dos Estados Unidos da América após o lançamento do seu álbum de estreia em estúdio The Family Jewels (2010), Diamandis pensou na criação de uma personagem que viesse a tornar-se a peça principal do seu projeto seguinte.
She commented that she was inspired by the "Tumblr generation" to photograph herself in several places across the United States, appearing as a different persona in each picture to mimick the anonymity of the "mini-stars of the internet".	Afirmou ter-se inspirado na "geração Tumblr" para se fotografar a si mesma em vários locais dos Estados Unidos da América, surgindo como uma personagem diferente em cada fotografia de forma a imitar o anonimato das "mini estrelas da internet".
The final product became "a cold, ruthless character who wasn't vulnerable", which she later named "Electra Heart" and detailed as a tool to represent a combination of elements associated with the American Dream and Greek tragedy, and added that visuals would merge the differing concepts into a cohesive idea.	O produto final resultou numa "personagem fria e impiedosa que não era vulnerável" a que chamou de "Electra Heart" e que descreveu como uma ferramenta para representar uma combinação de elementos, associada ao sonho americano e à tragédia grega. Acrescentou, ainda, que os efeitos visuais iriam fundir os diferentes conceitos numa ideia coesa.
Diamandis first announced Electra Heart in August 2011; it was initially planned to become a three-piece project inspired by American culture in the 1970s, although it eventually evolved into her second studio album.	Diamandis anunciou pela primeira vez a Electra Heart em agosto de 2011. Inicialmente, esta previsto ser um projeto em três partes inspirado na cultura americana dos anos 70, apesar de ter eventualmente evoluído para o seu segundo álbum em estúdio.
Diamandis originally planned to release the record as a "side project" under an entity separate from Marina and the Diamonds, although her management disapproved.	Diamandis planeou, originalmente, o lançamento do álbum como um "projeto secundário" sob uma entidade separada de Marina and the Diamonds, apesar de os seus gestores não concordarem.
The track "Living Dead" was the first recorded during its production, and approximately 22 songs were recorded for potential inclusion on the album.	A faixa "Living Dead" foi inicialmente gravada durante a sua produção e foram também gravadas, aproximadamente, 22 canções para potencial inclusão no álbum.
She later commented that the record was dedicated to "dysfunctional love", elaborating that "rejection is a universally embarrassing topic and Electra Heart is my response to that." Diamandis stated that Electra Heart was influenced by Madonna, Marilyn Monroe, and Queen of France Marie Antoinette; she described Madonna as being "fearless" and felt that she showcased a desire to be a successful artist beyond fame and wealth.	Mais tarde, comentou que o álbum era dedicado ao "amor disfuncional", explicando que "a rejeição é um assunto globalmente embaraçoso e a Electra Heart é a minha resposta a esse problema." Diamandis afirmou que a Electra Heart foi influenciada por Madonna, Marilyn Monroe e pela rainha de França Marie Antoinette. Descreveu Madonna como "destemida" e sentiu que ela demonstrou um desejo de ser uma artista bem sucedida, para lá da fama e da riqueza.
